User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Activity Level (Steps),Stress Level
2903,65,99.3,5159,9.4,Sedentary,Low Active,4
1434,87,97.6,8662,6.4,Active,Active,7
4750,82,97.9,4966,6.7,Active,Highly Active,7
4157,65,96.2,2667,5.9,Highly Active,Sedentary,8
1587,83,95.8,21925,7.9,Highly Active,Highly Active,10
2317,81,97.1,7263,6.0,Highly Active,Low Active,1
2979,74,98.0,3097,7.7,Sedentary,Sedentary,9
1570,83,100.0,4966,4.3,Sedentary,Highly Active,6
4721,73,93.8,3796,5.4,Sedentary,Sedentary,3
1610,75,96.1,19265,5.8,Sedentary,Highly Active,1
2727,76,99.6,11610,6.0,Active,Highly Active,1
3290,52,97.0,665,5.6,Highly Active,Sedentary,2
2854,66,97.0,2636,5.0,Active,Sedentary,7
3608,106,98.7,401,6.4,Active,Sedentary,6
1959,45,97.7,5090,7.7,Sedentary,Low Active,9
3079,98,98.0,2293,7.1,Active,Sedentary,8
3438,84,96.8,533,6.5,Sedentary,Sedentary,4
3324,75,95.0,10349,6.2,Sedentary,Highly Active,4
1531,49,99.7,668,8.4,Highly Active,Sedentary,6
2177,74,95.2,2217,4.6,Sedentary,Sedentary,7
3430,63,95.2,10337,8.5,Highly Active,Highly Active,5
2091,92,95.5,5015,8.1,Sedentary,Low Active,5
2901,64,99.7,11892,4.1,Active,Highly Active,10
1883,70,96.7,3746,7.2,Sedentary,Sedentary,2
3261,78,100.0,11806,6.3,Sedentary,Highly Active,4
2678,65,99.8,5407,6.3,Sedentary,Low Active,8
3423,89,100.0,644,6.6,Active,Sedentary,2
3791,70,98.0,4463,5.6,Highly Active,Sedentary,1
3260,46,95.5,5644,7.9,Sedentary,Low Active,9
3126,77,97.4,6629,6.5,Highly Active,Low Active,8
2749,87,92.2,18406,4.8,Sedentary,Highly Active,7
3675,96,99.1,4966,6.4,Highly Active,Highly Active,10
1406,83,98.5,6520,6.5,Highly Active,Low Active,10
1781,92,96.7,9760,7.4,Highly Active,Active,6
4994,82,97.0,15448,4.5,Sedentary,Highly Active,6
4452,60,100.0,5215,9.5,Highly Active,Low Active,7
4048,63,99.0,1685,6.7,Highly Active,Sedentary,4
3727,40,100.0,11914,4.6,Active,Highly Active,2
3105,71,96.3,16480,6.2,Active,Highly Active,5
4097,51,98.7,1826,6.5,Sedentary,Sedentary,2
1880,94,99.6,14360,7.1,Active,Highly Active,1
1446,73,98.6,4637,9.8,Highly Active,Sedentary,5
3113,61,97.1,1296,9.3,Highly Active,Sedentary,1
4992,51,100.0,7255,6.8,Sedentary,Low Active,4
2783,99,100.0,4291,5.3,Active,Sedentary,1
2277,92,96.5,24085,6.5,Active,Highly Active,7
4970,68,96.8,1763,7.6,Active,Sedentary,7
2991,88,96.5,3147,6.8,Highly Active,Sedentary,3
2067,71,100.0,1271,7.6,Sedentary,Sedentary,3
4168,65,98.0,357,7.2,Active,Sedentary,10
2577,65,99.5,2240,6.5,Unknown,Sedentary,1
2011,71,97.7,11996,4.7,Active,Highly Active,10
3274,69,99.8,2176,6.3,Highly Active,Sedentary,1
1773,75,98.7,8342,9.4,Sedentary,Active,4
3726,99,97.6,5226,7.2,Active,Low Active,9
4507,109,98.8,5133,8.3,Active,Low Active,4
2814,56,100.0,10648,9.5,Sedentary,Highly Active,6
3648,81,99.6,6732,4.7,Highly Active,Low Active,5
3426,78,96.0,1219,10.4,Active,Sedentary,6
2164,82,96.3,1746,8.0,Highly Active,Sedentary,1
2450,68,99.5,5493,8.2,Sedentary,Low Active,5
4986,83,98.0,13064,5.5,Active,Highly Active,6
3756,54,98.7,1156,7.6,Highly Active,Sedentary,9
1306,125,96.8,791,5.3,Highly Active,Sedentary,10
1778,75,99.6,5101,6.7,Highly Active,Low Active,4
3551,85,95.9,1463,7.0,Sedentary,Sedentary,9
3315,58,98.6,36092,6.1,Active,Highly Active,2
4657,64,97.1,30,8.2,Active,Sedentary,9
1007,52,97.9,4170,5.7,Active,Sedentary,10
4991,96,98.2,1241,3.5,Highly Active,Sedentary,9
3555,58,100.0,7999,6.1,Active,Active,2
1475,72,97.8,6962,8.4,Active,Low Active,5
2320,72,100.0,11517,10.2,Highly Active,Highly Active,5
3211,82,96.2,5801,8.5,Sedentary,Low Active,6
1484,55,94.7,1469,8.1,Active,Sedentary,5
4668,87,98.9,383,5.9,Highly Active,Sedentary,8
4143,93,97.4,8964,10.0,Active,Active,5
3614,65,95.9,4057,6.5,Highly Active,Sedentary,6
1904,74,95.9,1759,7.6,Sedentary,Sedentary,7
1558,84,96.2,2030,7.4,Highly Active,Sedentary,3
4982,78,98.6,1129,4.8,Highly Active,Sedentary,1
3285,85,95.1,10992,6.5,Sedentary,Highly Active,2
2127,97,96.8,6785,7.7,Sedentary,Low Active,5
2233,97,96.5,30617,7.0,Sedentary,Highly Active,1
3601,83,95.9,5200,5.6,Active,Low Active,9
3875,86,99.9,5159,8.2,Highly Active,Low Active,2
1467,69,97.8,1487,6.0,Highly Active,Sedentary,10
4525,75,100.0,6180,6.0,Highly Active,Low Active,4
4339,75,99.5,6562,7.3,Highly Active,Low Active,2
3433,108,99.6,1619,6.5,Highly Active,Sedentary,2
3822,67,98.3,644,6.9,Highly Active,Sedentary,1
1847,81,100.0,3220,8.0,Sedentary,Sedentary,3
3434,80,98.0,1322,5.4,Sedentary,Sedentary,1
3924,69,98.5,4897,5.3,Highly Active,Sedentary,10
1258,97,92.5,5227,6.2,Sedentary,Low Active,8
1282,98,93.9,6558,6.4,Highly Active,Low Active,3
2649,115,96.5,6463,7.5,Unknown,Low Active,3
2898,63,98.5,7864,9.4,Active,Active,2
1039,81,95.2,1833,6.4,Active,Sedentary,1
3533,76,98.8,9187,6.6,Highly Active,Active,2
3976,75,98.2,5208,5.5,Sedentary,Low Active,2
3267,65,97.7,4025,5.3,Highly Active,Sedentary,3
4200,77,98.1,7306,7.5,Highly Active,Low Active,7
2014,67,93.2,4869,6.5,Highly Active,Sedentary,2
4071,60,100.0,5220,8.4,Highly Active,Low Active,1
4591,76,97.3,164,8.2,Active,Sedentary,2
1612,58,98.3,11337,7.8,Highly Active,Highly Active,2
3975,68,98.0,3863,4.3,Highly Active,Sedentary,1
2915,80,96.8,5109,7.5,Highly Active,Low Active,7
1687,72,98.2,3459,5.1,Active,Sedentary,1
4690,71,96.0,5613,3.7,Active,Low Active,6
1612,102,97.8,388,6.8,Highly Active,Sedentary,9
3307,96,98.0,3390,8.5,Sedentary,Sedentary,5
4037,76,97.4,7732,7.6,Active,Active,9
4013,59,98.1,19514,5.2,Highly Active,Highly Active,8
3413,87,99.3,13241,10.7,Sedentary,Highly Active,2
3325,112,100.0,23043,7.7,Highly Active,Highly Active,5
2810,95,100.0,10647,5.2,Sedentary,Highly Active,5
3591,55,99.3,7009,3.4,Sedentary,Low Active,4
3696,72,97.4,3852,6.2,Highly Active,Sedentary,1
2547,64,95.7,919,3.6,Highly Active,Sedentary,8
2930,61,97.0,2021,5.0,Highly Active,Sedentary,5
3861,92,95.3,2214,4.0,Sedentary,Sedentary,5
4958,91,97.4,3908,5.4,Sedentary,Sedentary,2
4087,101,98.6,6588,5.7,Sedentary,Low Active,6
2152,85,98.7,6748,5.2,Highly Active,Low Active,9
4180,77,98.4,2247,6.2,Highly Active,Sedentary,2
2910,61,98.6,407,8.5,Active,Sedentary,4
2012,95,100.0,31465,7.4,Sedentary,Highly Active,7
4604,63,96.1,19642,6.5,Active,Highly Active,2
1669,68,96.6,1414,5.8,Highly Active,Sedentary,10
1268,70,100.0,6509,8.5,Sedentary,Low Active,4
4233,40,96.7,2453,4.9,Active,Sedentary,8
2283,88,100.0,1513,5.6,Active,Sedentary,8
1923,60,100.0,8073,5.5,Active,Active,7
2125,85,96.8,10798,6.6,Highly Active,Highly Active,1
3241,68,98.5,3653,5.1,Active,Sedentary,2
2758,68,99.2,426,7.9,Active,Sedentary,10
2594,58,100.0,3593,8.1,Active,Sedentary,1
1246,95,97.9,5317,5.4,Sedentary,Low Active,3
4711,99,97.8,4966,7.3,Active,Highly Active,3
4866,89,99.5,7486,5.2,Highly Active,Low Active,7
4908,78,96.5,8677,6.8,Active,Active,4
2560,77,98.0,1585,8.3,Active,Sedentary,10
3178,91,93.7,8917,6.7,Active,Active,7
3400,73,100.0,4877,6.3,Highly Active,Sedentary,3
3243,94,100.0,12019,6.5,Active,Highly Active,1
4864,60,98.0,1706,7.0,Highly Active,Sedentary,6
2939,89,96.2,5063,5.2,Sedentary,Low Active,8
1929,94,96.1,1645,5.1,Active,Sedentary,8
4737,58,99.2,2357,9.9,Highly Active,Sedentary,5
4453,62,96.2,12495,5.4,Active,Highly Active,3
4069,74,95.6,8148,5.4,Highly Active,Active,4
3692,81,95.3,9126,6.5,Sedentary,Active,3
1226,65,98.2,496,7.6,Sedentary,Sedentary,4
3748,76,98.5,9133,4.6,Active,Active,8
4547,44,100.0,4732,6.1,Active,Sedentary,8
4548,86,96.7,4302,4.5,Highly Active,Sedentary,6
1264,87,99.1,3724,6.5,Highly Active,Sedentary,9
2395,97,96.6,13364,7.7,Active,Highly Active,6
4557,83,96.3,1367,6.1,Sedentary,Sedentary,8
2457,75,98.9,11778,9.5,Highly Active,Highly Active,4
4008,59,100.0,18449,5.2,Highly Active,Highly Active,9
3258,62,97.7,1289,6.8,Sedentary,Sedentary,9
2418,63,99.1,6797,10.5,Active,Low Active,5
2473,74,99.3,2188,7.0,Highly Active,Sedentary,9
3990,50,100.0,3930,5.2,Active,Sedentary,2
2387,75,96.3,1307,6.6,Active,Sedentary,5
2899,78,99.5,896,5.2,Highly Active,Sedentary,8
3504,78,99.3,8522,6.7,Highly Active,Active,4
3772,87,98.0,6069,8.4,Highly Active,Low Active,10
4799,77,98.2,5803,7.5,Active,Low Active,2
2249,75,98.9,1992,6.3,Active,Sedentary,5
1981,84,99.3,4966,5.5,Highly Active,Highly Active,6
2154,77,96.4,32052,7.0,Highly Active,Highly Active,2
1587,60,99.9,6936,7.3,Sedentary,Low Active,1
1475,63,99.1,11982,4.6,Sedentary,Highly Active,5
2821,100,96.8,3329,5.0,Sedentary,Sedentary,2
1985,123,98.9,12990,6.1,Highly Active,Highly Active,8
4348,86,99.0,8970,4.5,Sedentary,Active,10
3203,59,98.9,3016,6.5,Highly Active,Sedentary,2
4831,103,98.0,8853,5.0,Active,Active,7
2241,68,96.1,18190,7.1,Highly Active,Highly Active,6
1189,81,96.3,1683,6.7,Active,Sedentary,6
2440,74,100.0,5552,5.8,Sedentary,Low Active,5
1980,77,98.1,23804,5.1,Active,Highly Active,10
2698,68,100.0,12058,7.1,Highly Active,Highly Active,4
2715,94,98.2,6778,7.0,Active,Low Active,4
3593,72,95.9,506,8.4,Active,Sedentary,1
1040,84,99.1,3649,2.7,Sedentary,Sedentary,3
3354,83,98.2,7364,3.9,Active,Low Active,1
1942,73,99.8,3689,7.9,Highly Active,Sedentary,1
1337,52,97.6,40862,7.2,Sedentary,Highly Active,8
2337,62,97.0,9799,6.5,Active,Active,5
2098,75,94.2,1449,5.2,Highly Active,Sedentary,10
4000,79,99.5,4718,5.9,Active,Sedentary,10
3326,62,98.7,3391,6.5,Sedentary,Sedentary,6
4247,75,96.9,6307,3.0,Active,Low Active,6
1895,78,98.9,4141,6.7,Sedentary,Sedentary,6
4733,83,96.0,1901,8.6,Active,Sedentary,3
3320,102,100.0,9020,6.2,Active,Active,4
3884,40,94.4,789,5.4,Sedentary,Sedentary,9
3667,93,98.0,5317,4.8,Sedentary,Low Active,8
2674,78,97.4,2599,8.2,Highly Active,Sedentary,7
3909,59,97.4,23779,6.6,Unknown,Highly Active,2
4854,77,97.8,2532,6.7,Active,Sedentary,6
4930,96,97.9,2918,4.3,Highly Active,Sedentary,5
1930,101,98.3,8595,5.1,Highly Active,Active,1
1288,59,97.4,962,7.6,Active,Sedentary,7
1723,62,96.4,2747,5.7,Highly Active,Sedentary,10
3940,55,98.5,8333,5.5,Sedentary,Active,6
3319,78,100.0,218,10.3,Sedentary,Sedentary,6
2953,79,95.5,2607,6.6,Sedentary,Sedentary,6
2089,89,97.1,58,6.2,Active,Sedentary,3
1482,81,99.1,1139,6.3,Active,Sedentary,4
1935,88,100.0,6487,5.5,Sedentary,Low Active,2
3295,54,100.0,4270,6.4,Active,Sedentary,9
1155,101,100.0,1187,9.4,Sedentary,Sedentary,9
2070,94,96.5,568,7.1,Active,Sedentary,9
2958,67,99.8,405,4.1,Active,Sedentary,10
3501,63,98.8,624,5.8,Active,Sedentary,3
3248,86,96.1,707,6.7,Active,Sedentary,4
2683,51,97.1,631,4.2,Active,Sedentary,3
1123,63,94.4,396,5.8,Active,Sedentary,3
3048,59,94.6,8358,5.1,Highly Active,Active,9
1967,73,96.6,19843,5.9,Highly Active,Highly Active,9
4830,68,98.3,13564,6.6,Active,Highly Active,3
1854,63,100.0,2163,7.5,Unknown,Sedentary,7
1639,61,97.3,1599,4.8,Highly Active,Sedentary,4
3238,65,96.2,343,6.4,Active,Sedentary,5
2602,57,100.0,1187,6.0,Active,Sedentary,4
3563,204,95.8,5871,6.2,Active,Low Active,3
1441,91,96.1,43953,5.3,Sedentary,Highly Active,8
2944,81,97.1,13714,6.4,Sedentary,Highly Active,9
2838,95,98.0,5064,7.2,Sedentary,Low Active,10
2829,62,99.4,3854,4.4,Highly Active,Sedentary,9
3190,63,96.8,1119,9.1,Highly Active,Sedentary,7
4262,81,97.6,3796,7.9,Highly Active,Sedentary,9
1532,83,97.8,6324,4.1,Highly Active,Low Active,3
3274,75,94.5,6335,8.7,Sedentary,Low Active,4
2336,74,98.8,5707,6.5,Active,Low Active,7
4700,59,98.0,12161,5.7,Active,Highly Active,5
1948,40,97.6,4994,6.8,Highly Active,Sedentary,7
4373,83,98.6,4481,6.6,Sedentary,Sedentary,9
4725,89,99.6,2554,4.4,Highly Active,Sedentary,6
3019,68,97.9,1391,8.0,Active,Sedentary,6
1459,66,97.7,9,3.7,Highly Active,Sedentary,1
4472,65,99.6,2721,6.9,Highly Active,Sedentary,2
1550,69,95.7,7018,6.5,Active,Low Active,3
1392,90,95.4,4966,4.0,Active,Highly Active,9
4938,60,97.7,5292,6.1,Unknown,Low Active,4
2787,84,99.5,10360,8.2,Highly Active,Highly Active,1
4278,45,100.0,7944,7.8,Sedentary,Active,5
3257,69,98.0,6540,5.5,Highly Active,Low Active,5
2138,99,100.0,2897,5.1,Sedentary,Sedentary,5
1621,64,97.7,1726,6.2,Highly Active,Sedentary,6
1645,71,99.4,5789,6.9,Active,Low Active,5
4322,75,98.0,20321,7.4,Highly Active,Highly Active,9
3266,77,98.9,555,7.2,Sedentary,Sedentary,6
3454,98,98.3,21400,8.0,Sedentary,Highly Active,3
2466,63,97.6,4375,6.7,Active,Sedentary,2
4674,75,98.9,8666,6.5,Highly Active,Active,3
2377,86,100.0,11379,4.5,Sedentary,Highly Active,5
3935,64,100.0,1150,7.6,Active,Sedentary,10
3605,76,96.7,322,8.0,Active,Sedentary,1
3597,89,96.4,962,9.5,Highly Active,Sedentary,5
1141,67,95.8,2918,10.1,Active,Sedentary,5
3659,72,95.5,21953,8.0,Highly Active,Highly Active,9
1500,57,98.9,306,7.0,Sedentary,Sedentary,3
1839,89,99.2,17662,5.9,Sedentary,Highly Active,4
3749,77,100.0,5767,5.2,Highly Active,Low Active,6
4618,68,98.1,755,6.6,Highly Active,Sedentary,2
2682,70,97.3,1160,6.3,Active,Sedentary,2
2565,74,100.0,8183,9.4,Active,Active,3
3046,80,97.4,6563,7.4,Highly Active,Low Active,9
4917,65,95.3,1282,6.2,Active,Sedentary,2
2530,66,96.7,16428,5.2,Active,Highly Active,4
1595,71,96.2,998,7.3,Sedentary,Sedentary,4
2904,77,98.0,5015,6.7,Sedentary,Low Active,10
1280,99,96.4,5259,5.8,Sedentary,Low Active,10
1423,62,100.0,14308,5.5,Active,Highly Active,2
3903,50,98.1,156,6.5,Sedentary,Sedentary,3
1269,95,98.0,1026,5.9,Active,Sedentary,4
1153,61,99.9,1310,6.0,Highly Active,Sedentary,1
3661,97,100.0,454,5.8,Highly Active,Sedentary,1
2750,93,97.4,6987,10.8,Sedentary,Low Active,9
1661,83,100.0,1825,6.7,Highly Active,Sedentary,2
2967,93,98.4,6017,5.3,Sedentary,Low Active,1
1082,47,98.9,10682,2.6,Highly Active,Highly Active,10
4693,54,94.7,3675,4.0,Sedentary,Sedentary,5
3994,79,99.4,10252,6.1,Sedentary,Highly Active,1
3946,69,96.0,10531,9.0,Unknown,Highly Active,1
2449,63,100.0,2140,9.9,Sedentary,Sedentary,2
2678,87,100.0,111,6.1,Active,Sedentary,6
4784,78,95.4,763,7.0,Highly Active,Sedentary,5
3331,90,100.0,12141,6.3,Highly Active,Highly Active,8
1979,69,99.1,3637,7.2,Highly Active,Sedentary,7
3220,74,96.9,12788,6.1,Sedentary,Highly Active,4
4398,75,94.7,5550,5.7,Sedentary,Low Active,4
4789,55,91.7,1539,5.5,Sedentary,Sedentary,5
4134,73,100.0,8719,7.6,Highly Active,Active,6
4144,61,100.0,5718,8.5,Active,Low Active,2
3810,100,96.9,3034,5.8,Highly Active,Sedentary,2
2659,111,96.4,642,7.6,Active,Sedentary,8
2398,78,98.0,755,6.7,Active,Sedentary,3
1632,82,97.8,1462,5.9,Sedentary,Sedentary,1
2531,73,99.9,7823,7.5,Sedentary,Active,5
1786,72,98.0,9112,8.5,Highly Active,Active,5
3990,76,100.0,6977,5.3,Sedentary,Low Active,7
4059,54,96.6,2879,6.0,Sedentary,Sedentary,5
1397,84,98.4,4064,8.7,Sedentary,Sedentary,2
2143,60,99.4,8654,6.4,Highly Active,Active,2
1933,69,97.4,7548,5.3,Highly Active,Active,2
2460,75,97.8,10380,6.8,Highly Active,Highly Active,2
2852,63,100.0,1931,6.5,Sedentary,Sedentary,7
3723,75,100.0,31,8.1,Highly Active,Sedentary,3
3983,67,95.6,2168,6.4,Sedentary,Sedentary,10
3512,75,98.6,2992,6.5,Active,Sedentary,3
1285,61,94.1,22622,6.4,Active,Highly Active,3
1264,72,98.9,1718,6.8,Highly Active,Sedentary,3
3367,58,96.3,12257,8.8,Highly Active,Highly Active,6
3720,89,97.6,6819,7.6,Active,Low Active,9
4447,70,99.2,1283,4.9,Highly Active,Sedentary,8
3867,66,98.6,3616,6.9,Active,Sedentary,8
3136,72,96.4,4995,7.0,Sedentary,Sedentary,9
2677,73,95.3,4966,6.5,Sedentary,Highly Active,1
2226,81,98.8,1794,4.3,Active,Sedentary,3
1820,83,96.6,2040,6.7,Active,Sedentary,10
2762,72,97.5,6159,5.6,Active,Low Active,6
4048,74,95.5,8155,4.3,Active,Active,5
3381,40,93.4,4430,8.3,Active,Sedentary,2
3269,68,99.2,19899,6.1,Highly Active,Highly Active,8
1040,96,97.1,9128,6.1,Sedentary,Active,5
2731,81,96.5,15563,7.8,Active,Highly Active,4
1067,58,100.0,4519,8.0,Active,Sedentary,1
1987,69,99.6,104,6.1,Active,Sedentary,2
2799,66,98.8,6276,6.5,Active,Low Active,2
3561,91,98.2,11936,5.0,Active,Highly Active,7
4944,89,95.3,5383,5.1,Active,Low Active,6
4708,63,99.1,5873,8.4,Highly Active,Low Active,6
4693,75,100.0,25814,6.6,Highly Active,Highly Active,10
2621,57,97.9,3191,8.0,Active,Sedentary,4
4198,66,96.3,4923,7.1,Highly Active,Sedentary,10
2278,64,95.0,4361,3.9,Sedentary,Sedentary,6
1694,80,98.0,1101,7.8,Active,Sedentary,2
4087,95,98.4,9659,6.5,Highly Active,Active,4
3524,74,98.0,12132,5.8,Sedentary,Highly Active,9
2085,59,97.4,3945,7.4,Highly Active,Sedentary,2
3928,78,99.1,10093,8.0,Sedentary,Highly Active,5
3479,78,97.8,6091,5.9,Sedentary,Low Active,5
2693,72,95.2,2084,4.7,Highly Active,Sedentary,8
3315,102,99.0,18013,6.5,Active,Highly Active,9
2058,78,96.7,8352,6.2,Active,Active,6
1778,83,98.3,14745,3.6,Sedentary,Highly Active,1
4647,41,97.2,2313,5.9,Highly Active,Sedentary,4
1493,60,95.2,17368,7.2,Sedentary,Highly Active,5
2585,82,98.7,3175,6.4,Active,Sedentary,6
2492,79,96.7,67,6.3,Highly Active,Sedentary,1
2790,69,96.1,545,6.0,Highly Active,Sedentary,7
1660,81,97.1,655,5.9,Active,Sedentary,6
2348,88,98.8,1624,4.6,Sedentary,Sedentary,5
2327,67,98.0,1445,4.6,Highly Active,Sedentary,4
2299,65,95.9,417,7.0,Active,Sedentary,7
4940,71,97.3,15802,8.3,Active,Highly Active,8
2986,82,99.0,12334,6.1,Active,Highly Active,2
4755,66,98.0,10072,8.6,Sedentary,Highly Active,5
4060,87,96.0,4565,6.5,Highly Active,Sedentary,5
3044,67,99.5,3875,6.3,Highly Active,Sedentary,7
4516,110,97.0,2124,6.5,Sedentary,Sedentary,6
2928,56,97.8,6560,5.7,Active,Low Active,8
2347,86,99.0,426,3.3,Highly Active,Sedentary,8
2058,47,97.5,7526,6.7,Active,Active,8
1976,84,98.0,5048,7.6,Highly Active,Low Active,5
1481,115,95.4,11869,5.7,Sedentary,Highly Active,6
1727,90,97.9,25216,9.5,Highly Active,Highly Active,7
3527,95,99.8,14646,8.0,Unknown,Highly Active,3
4136,73,95.8,8908,4.3,Active,Active,4
2031,89,97.7,3969,6.2,Highly Active,Sedentary,5
4372,78,95.4,1690,5.2,Sedentary,Sedentary,5
1342,105,97.9,7652,5.9,Sedentary,Active,3
4502,58,99.6,1576,7.5,Highly Active,Sedentary,3
2447,92,97.4,143,6.1,Active,Sedentary,10
3379,81,99.5,5960,5.6,Active,Low Active,2
3485,61,98.0,3507,6.6,Highly Active,Sedentary,1
4659,70,94.5,14613,7.6,Sedentary,Highly Active,8
3221,50,96.5,7264,7.6,Highly Active,Low Active,2
3606,40,95.4,7293,7.4,Active,Low Active,8
1526,57,98.2,10854,8.6,Active,Highly Active,1
2896,69,100.0,2862,6.4,Highly Active,Sedentary,2
1658,76,98.6,22219,6.0,Active,Highly Active,1
3073,55,98.8,1751,6.3,Sedentary,Sedentary,8
1819,70,97.2,14372,5.3,Active,Highly Active,2
3652,78,99.3,16921,5.3,Highly Active,Highly Active,5
1405,66,98.4,278,7.6,Highly Active,Sedentary,3
3279,58,100.0,6994,7.7,Active,Low Active,3
3580,64,98.3,9687,2.5,Sedentary,Active,1
4890,95,95.1,21528,7.9,Highly Active,Highly Active,5
2573,49,95.5,2026,5.9,Highly Active,Sedentary,3
2811,92,95.8,5776,5.6,Sedentary,Low Active,6
1504,95,96.9,10383,6.0,Sedentary,Highly Active,10
4740,69,100.0,1124,4.6,Sedentary,Sedentary,7
1178,81,100.0,13420,6.2,Highly Active,Highly Active,8
1131,63,98.9,3618,9.4,Unknown,Sedentary,9
2846,79,99.6,7146,4.2,Highly Active,Low Active,5
2478,108,99.4,300,7.4,Highly Active,Sedentary,6
3395,94,100.0,1765,8.0,Highly Active,Sedentary,2
3587,75,95.9,4553,7.4,Active,Sedentary,2
1771,55,100.0,2389,8.8,Active,Sedentary,2
2429,70,98.2,22164,8.0,Highly Active,Highly Active,8
3123,79,98.6,11090,7.5,Highly Active,Highly Active,10
1578,85,100.0,14011,8.1,Active,Highly Active,7
3901,73,98.6,4395,8.0,Sedentary,Sedentary,1
2515,101,96.3,4492,6.0,Highly Active,Sedentary,2
1193,75,97.7,11450,7.4,Active,Highly Active,6
2185,82,96.8,4588,6.5,Sedentary,Sedentary,7
3394,85,96.9,5264,9.3,Active,Low Active,10
3998,75,98.7,6540,5.7,Highly Active,Low Active,3
2384,60,98.4,7348,8.1,Highly Active,Low Active,8
2792,50,96.7,7992,7.3,Highly Active,Active,10
4655,70,100.0,4109,5.2,Highly Active,Sedentary,4
2110,93,98.4,2448,5.3,Sedentary,Sedentary,6
4333,84,93.7,17693,7.1,Active,Highly Active,2
4736,65,98.0,24,5.9,Sedentary,Sedentary,1
4793,72,99.4,5035,6.5,Active,Low Active,1
2936,46,97.1,2247,7.7,Active,Sedentary,5
1779,95,98.1,4889,7.0,Highly Active,Sedentary,3
1261,59,98.4,149,8.2,Highly Active,Sedentary,1
1729,99,99.5,9107,3.7,Active,Active,3
1282,71,98.7,2254,6.7,Active,Sedentary,2
4719,58,100.0,2109,6.5,Sedentary,Sedentary,9
2490,70,100.0,227,6.8,Active,Sedentary,6
4451,84,98.0,12335,8.0,Sedentary,Highly Active,6
1361,74,96.1,6053,4.5,Sedentary,Low Active,5
4520,66,100.0,4642,6.5,Sedentary,Sedentary,3
1440,83,99.2,7885,6.3,Sedentary,Active,10
3140,85,96.0,2965,3.6,Active,Sedentary,7
2644,72,97.5,5899,7.4,Highly Active,Low Active,9
2473,69,96.0,2006,8.9,Active,Sedentary,8
1866,66,94.1,455,7.5,Sedentary,Sedentary,5
2447,82,96.0,5768,6.7,Highly Active,Low Active,4
1141,50,93.7,1749,7.8,Sedentary,Sedentary,4
2314,63,98.9,9705,5.6,Sedentary,Active,1
2455,72,98.1,4208,5.2,Sedentary,Sedentary,2
3796,63,96.3,2017,7.3,Sedentary,Sedentary,4
2875,78,99.5,4966,6.8,Highly Active,Highly Active,4
2847,77,95.1,868,6.5,Highly Active,Sedentary,10
2712,112,100.0,10031,5.2,Sedentary,Highly Active,1
3700,63,97.1,4212,4.2,Sedentary,Sedentary,4
1700,74,98.9,11723,4.9,Sedentary,Highly Active,4
1997,60,95.9,1040,5.2,Sedentary,Sedentary,8
3096,104,98.2,3375,3.4,Highly Active,Sedentary,1
2325,100,97.8,1389,7.2,Active,Sedentary,1
1880,51,97.4,442,4.6,Highly Active,Sedentary,3
2213,72,97.1,21761,4.5,Highly Active,Highly Active,5
2159,75,98.8,9078,6.1,Sedentary,Active,1
1554,69,96.2,2757,5.1,Highly Active,Sedentary,8
1403,67,94.1,1977,4.1,Highly Active,Sedentary,8
1891,86,97.9,1599,4.3,Sedentary,Sedentary,5
3912,101,100.0,307,7.3,Active,Sedentary,3
1601,87,94.6,758,6.0,Highly Active,Sedentary,5
2830,75,98.2,760,4.2,Sedentary,Sedentary,7
1340,69,98.0,7681,8.7,Sedentary,Active,2
4828,75,99.1,6322,5.4,Active,Low Active,3
2968,90,98.2,5878,7.3,Active,Low Active,2
1703,67,96.6,4966,6.3,Highly Active,Highly Active,10
1317,71,98.0,2024,6.6,Sedentary,Sedentary,10
3665,51,98.2,2934,6.5,Active,Sedentary,7
2386,54,96.6,948,4.4,Sedentary,Sedentary,5
4893,68,96.3,6202,9.9,Active,Low Active,2
3429,58,98.2,18911,5.4,Highly Active,Highly Active,5
2800,72,98.0,5667,6.5,Sedentary,Low Active,6
2367,82,99.1,7241,4.8,Sedentary,Low Active,9
2572,56,95.0,34073,8.6,Highly Active,Highly Active,1
1816,94,99.9,5099,8.8,Active,Low Active,6
1552,75,97.9,14313,7.2,Active,Highly Active,6
4600,81,100.0,4861,7.7,Active,Sedentary,1
1855,89,97.4,343,4.6,Sedentary,Sedentary,4
2812,79,100.0,19097,7.5,Sedentary,Highly Active,1
3866,59,100.0,830,7.5,Highly Active,Sedentary,8
1182,63,97.7,1902,9.0,Active,Sedentary,6
4112,78,93.2,16191,3.1,Highly Active,Highly Active,6
2574,63,97.6,1566,6.2,Active,Sedentary,9
1396,99,98.5,1056,8.7,Active,Sedentary,7
2727,85,98.0,4042,4.8,Active,Sedentary,4
3826,90,98.4,4805,7.5,Sedentary,Sedentary,8
2517,63,99.0,11962,5.8,Sedentary,Highly Active,10
4730,79,97.4,10060,6.6,Unknown,Highly Active,1
1906,77,98.0,2785,4.9,Active,Sedentary,5
2356,76,96.7,3402,9.9,Highly Active,Sedentary,10
3174,45,95.6,6017,4.8,Active,Low Active,7
